id,city,locality,bedroom_num,latitude,longitude,post_date,price,title,type,user_type,
45348331,Mumbai,Virar,1,19.46817824,72.80342474,19-12-2019,8000,"1 BHK Apartment for Rent in Poonam Avenue, Virar",Apartment,Agent,"2 Bath,Unfurnished,1 floor,East facing East west facing flat with big terrace and storage area, modular kitchen, Big spacious flat with master bedroom , well maintained society with garden, children play area , club house. Near to station and markets."
42702731,Mumbai,Nalasopara,1,19.43056297,72.80926514,07-01-2020,8500,1 BHK Apartment for Rent in Nalasopara,Apartment,Agent,"1 Bath,Semi-Furnished,East facing The Flat has 1 bedroom and it is on 5th floor and it has 1 bathroom Get this spacious Flat on a monthly rent of 8500."
46335341,Mumbai,Virar West,1,19.4718215,72.8053722,05-01-2020,8000,"1 BHK Apartment for Rent in Bachraj Landmark, Virar West",Apartment,Agent,"2 Bath,Unfurnished,5 floor,East facing Near By Auto Stand , Market , Big Bazaar , Fb , Dmart , School , Collage , etc."
38722349,Mumbai,Virar,1,19.46043756,72.801494,20-12-2019,8000,"1 BHK Apartment for Rent in Gokul Park, Virar",Apartment,Agent,"2 Bath,Unfurnished,3 floor,East facing This is very good flat in the prime location of virar west. All the facilities like school,college,hospital and shopping mall are near by. Kindly visit the flat and go for the best deal"
46477533,Mumbai,Malad West,1,19.2037735,72.82022858,23-12-2019,9000,1 BHK Apartment for Rent in Malad West,Apartment,Agent,"2 Bath,Unfurnished 1Rk well and good condition flat available in jankalyan Nagar Malad West"
45868027,Mumbai,Naigaon East,1,19.36007922,72.85838997,25-12-2019,8000,"1 BHK Apartment for Rent in Narmada Mohan, Naigaon East",Apartment,Agent,"2 Bath,Unfurnished,East facing 1BHK flat available for rent in naigaon East"
46651423,Mumbai,Silver Park,1,0,0,13-12-2019,10000,1 BHK Apartment for Rent in Silver Park,Apartment,Agent,"1 Bath,Furnished,3 floor 1rk Flat for rent in silver park this flat with fridge washing machine etc"
18504290,Mumbai,Vasai West,1,19.37068218,72.81293356,15-12-2019,10000,"1 BHK Apartment for Rent in Agarwal and Doshi Complex, Vasai West",Apartment,Agent,"1 Bath,Unfurnished,4 floor  This well designed 1 Bedroom Apartment is on 4th floor and it has spacious 1 bathroom You can rent this spacious Apartment at 8000 per month. "
13034906,Mumbai,Andheri East,1,19.13439941,72.86839294,26-12-2019,10000,1 BHK Apartment for Rent in Andheri East,Apartment,Agent,"1 Bath,Semi-Furnished,4 floor,North - East facing 1 RK flat is available for rent in a very nice locality near by to Western Express Highway. It has good connectivity to two stations Andheri and Jogeshwari. All amenities available within walking distance. Ideal for small family or bachelors sharing rent. The flat is is in the heart of the city Andheri from where traveling to any part of the city is possible. People working in SEEPZ, MIDC, Powai, Chakala, etc. are easily commute to their work destination via public transport or private transport which is easily available from the vicinity."
46644133,Mumbai,Vasai East,1,19.406578,72.838665,11-12-2019,8500,"1 BHK Apartment for Rent in Evershine City, Vasai East",Apartment,Agent,"1 Bath,Unfurnished,2 floor,East facing this flat is on sixth floor with good external view new brand flat at evershine city near broad way multiplex"
46601159,Mumbai,Virar West,1,19.46053748,72.80200392,09-12-2019,8000,"1 BHK Apartment for Rent in Agrwal heights, Virar West",Apartment,Agent,"2 Bath,Semi-Furnished,7 floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Virar West, Mumbai for 8,000"
47269947,Mumbai,Mulund East,1,0,0,11-01-2020,10000,1 BHK Apartment for Rent in Mulund East,Apartment,Owner,"1 Bath,Furnished,7 floor 1 BHK, Multistorey Apartment is available for Rent in Mulund East, Mumbai for 10,000"
47182213,Mumbai,Andheri East,1,19.11548996,72.87269592,13-01-2020,8000,1 BHK Apartment for Rent in Andheri East,Apartment,Agent,"2 Bath,Furnished,Ground floor,East facing one bhk full ventilated full furnished  AC FRIEDGE WASHING MACHINE WATER AQUAGARD"
47294295,Mumbai,Malvani,1,19.18545914,72.82067108,12-01-2020,10000,1 BHK Apartment for Rent in Malvani,Apartment,Owner,"1 Bath,Unfurnished,3 floor,East facing Road facing window, super clean with bed, geyser, cupboard, fan, gas, cylinder, dressing table,"
47213913,Mumbai,Nalasopara East,1,19.42827225,72.85038757,11-01-2020,8500,1 BHK Apartment for Rent in Nalasopara East,Apartment,Owner,"1 Bath,Semi-Furnished,3 floor,West facing Room include Inverter, Modular kitchen and municipal water"
47217513,Mumbai,,1,0,0,09-01-2020,8000,1 BHK Builder Floor Apartment for Rent in Mumbai,Builder Floor Apartment,Owner,"1 Bath,Semi-Furnished,3 floor 1 BHK, Builder Floor Apartment is available for Rent in , Mumbai for 8,000"
47176529,Mumbai,Balkum Pada - Majiwada,1,0,0,07-01-2020,10000,1 BHK Apartment for Rent in Balkum Pada - Majiwada,Apartment,Owner,"1 Bath,Semi-Furnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Balkum Pada - Majiwada, Mumbai for 10,000"
47149043,Mumbai,Virar,1,19.46817824,72.80342474,06-01-2020,10000,"1 BHK Apartment for Rent in Poonam Avenue, Virar",Apartment,Owner,"2 Bath,Furnished,3 floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Virar, Mumbai for 10,000"
47013047,Mumbai,Kalyan,1,19.2618739,73.1197768,30-12-2019,10000,"1 BHK Apartment for Rent in Raunak City, Kalyan",Apartment,Owner,"1 Bath,Semi-Furnished,12 floor 1 BHK, Multistorey Apartment is available for Rent in Kalyan, Mumbai for 10,000"
45767223,Mumbai,,1,0,0,30-12-2019,8000,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"2 Bath,Unfurnished,15 floor  This spacious 1 Bedroom Apartment is situated on 15th floor and has 2 bathroom Get this Apartment on a monthly rent of 8000. "
46502153,Mumbai,Bhayandar East,1,19.29833412,72.86356354,03-01-2020,10000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Agent,"1 Bath,Semi-Furnished,4 floor,East facing A 1 BHK Flat for rent in New Golden Nest.Well maintained & spacious apt.Ready Available"
41730711,Mumbai,Mira Bhayandar,1,0,0,23-11-2019,10000,1 BHK Apartment for Rent in Mira Bhayandar,Apartment,Agent,"1 Bath,Unfurnished,2 floor,North facing M/s. ALPHA PROPERTIES        Well connected and spacious apartment. Deluxe flat with French window situated in a location well connected to all required locations. It is situated on Mira Bhayander just next to Highway. Easy transportation facilities to and from the station. Ample number of buses accessible to station 10 minutes away from grocery markets.Huge society area with ample parking space and garden and play area for children.Nearby with all aspects like school, market, hospital, bus stop, grocery, colleges, banks, ATMS etc.   Its  a cool & calm place.Mira Bhayander road is one of t"
46393901,Mumbai,MHADA Colony,1,19.11010551,72.89714813,29-11-2019,9000,1 BHK Apartment for Rent in MHADA Colony,Apartment,Agent,"1 Bath,Furnished,2 floor,East facing 1/r.k flat in chandivali sangharsh nagar andheri e"
46141727,Mumbai,Chembur Camp,1,19.04568672,72.89428711,18-11-2019,10000,1 BHK Apartment for Rent in Chembur Camp,Apartment,Agent,"1 Bath,Semi-Furnished,Ground floor,East facing it is available for Only stock storage or godown uses or any type of tuitions class in good Society with security for more details pls call Varun"
46165601,Mumbai,Govind Nagar,1,0,0,19-11-2019,9500,1 BHK Apartment for Rent in Govind Nagar,Apartment,Agent,"1 Bath,Unfurnished,5 floor,North facing 1 room kichan for rent, This property is very near by mira bhayandar road, Mira rd. Stn., Mall , Bank, Park , Good condition flat. 10 minutes drive from dahisar check naka & mira road rly. Station. School , Collage, Medical facility and supermarket with in the same vicinity. Project amenities attractive main entrance lobby for each wing. Cross ventilation & Sunlight in every flat. Living high quality vitrified tiles flooring in all rooms. Concealed copper wiring with good modular switches with automatic circuit breaker. Electric oint in each room, Cable tv point & telephone point in living room & all bedroom. Powder"
45491699,Mumbai,Virar West,1,19.470536,72.808309,04-12-2019,8000,"1 BHK Apartment for Rent in Poonam Park View, Virar West",Apartment,Agent,"2 Bath,Semi-Furnished,8 floor,East facing It's a Multistorey Apartment in a building of total 15 floors. The age of construction for this Multistorey Apartment is between 1 to 5 years.building is under cctv surveillance and professional security system. amenities includes water tank.  public amenities includes Specious garden with play area and senior citizen sitting area, open parking is available. Autostand beside building. 2 kms from virar west railway station.Note:- This property includes Expensive amenities Club house , air conditioning gym, Banquet hall, party lounge, Sports activities"
46548953,Mumbai,Vasai East,1,0,0,07-12-2019,10000,1 BHK Builder Floor Apartment for Rent in Vasai East,Builder Floor Apartment,Owner,"1 Bath,Semi-Furnished,2 floor 1 BHK, Builder Floor Apartment is available for Rent in Vasai East, Mumbai for 10,000"
46148913,Mumbai,,1,0,0,19-11-2019,9500,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"1 Bath,Unfurnished,1 floor   Multistorey Apartment is located at the advantageous 1st floor in a tower of total 4 floors. "
46914413,Mumbai,Bhayandar West,1,0,0,24-12-2019,8700,1 BHK Apartment for Rent in Bhayandar West,Apartment,Agent,"1 Bath,Semi-Furnished,Ground floor,East facing This Property Is Very Interesting Property It is On Main Road It Is Near By Station And Main Road"
46704743,Mumbai,Virar,1,19.46703238,72.80161155,14-12-2019,8000,"1 BHK Apartment for Rent in Agarwal Lifestyle, Virar",Apartment,Agent,"2 Bath,Unfurnished,4 floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Virar, Mumbai for 8,000"
46700341,Mumbai,Virar West,1,19.4540596,72.76882172,14-12-2019,9000,1 BHK Apartment for Rent in Virar West,Apartment,Agent,"2 Bath,Semi-Furnished,1 floor,East facing fan light modular kichen adjust fan inverter window certain dubbal gyser bathroom  freezed  sofa cupboard setup box"
45495887,Mumbai,Beverly Park,1,0,0,03-11-2019,10000,1 BHK Apartment for Rent in Beverly Park,Apartment,Agent,"1 Bath,Unfurnished,2 floor,East facing  The 1 bedroom Flat lies on second floor and has 1 bathroom You get this good Flat on a rental of 10000 monthly. "
23434461,Mumbai,,1,0,0,12-01-2020,10000,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"1 Bath,Furnished,4 floor,East facing  This Multistorey Apartment at 4th floor faces East direction & overlooks Garden/Park offering a beautiful view from the house, with airy interiors. Reserved covered car parking for residents available. This Multistorey Apartment spacious apartment was constructed approx. 5 to 10 years back. High quality flooring of types Ceramic Tiles are available in different rooms. Pets are not allowed. "
47278439,Mumbai,Worli,1,0,0,11-01-2020,9000,1 BHK Builder Floor Apartment for Rent in Worli,Builder Floor Apartment,Owner,"1 Bath,Unfurnished,3 floor 1 BHK, Builder Floor Apartment is available for Rent in Worli, Mumbai for 9,000"
47274155,Mumbai,Kalyan,1,0,0,11-01-2020,9500,1 BHK Apartment for Rent in Kalyan,Apartment,Owner,"1 Bath,Semi-Furnished,1 floor 1 BHK, Multistorey Apartment is available for Rent in Kalyan, Mumbai for 9,500"
46374929,Mumbai,Vasai West,1,19.36933517,72.80612946,29-11-2019,8500,,Service Apartment,Owner,
46857095,Mumbai,Kalyan,1,0,0,21-12-2019,8000,1 BHK Apartment for Rent in Kalyan,Apartment,Owner,"1 Bath,Unfurnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Kalyan, Mumbai for 8,000"
47112993,Mumbai,Nalasopara West,1,0,0,04-01-2020,10000,1 BHK Apartment for Rent in Nalasopara West,Apartment,Owner,"1 Bath,Furnished,1 floor 1 BHK, Multistorey Apartment is available for Rent in Nalasopara West, Mumbai for 10,000"
47039847,Mumbai,,1,0,0,31-12-2019,8000,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"1 Bath,Unfurnished,6 floor 1 BHK, Multistorey Apartment is available for Rent in , Mumbai for 8,000"
45585163,Mumbai,,1,0,0,20-12-2019,8000,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"1 Bath,Unfurnished,1 floor  The Home has 1 bedroom and it is at 1 floor and it has furnished 1 bathroom You get this spacious Home on a monthly charges of 8000. "
47091369,Mumbai,Nalasopara East,1,0,0,03-01-2020,8500,1 BHK Apartment for Rent in Nalasopara East,Apartment,Owner,"2 Bath,Unfurnished,7 floor 1 BHK, Multistorey Apartment is available for Rent in Nalasopara East, Mumbai for 8,500"
47038891,Mumbai,,1,0,0,31-12-2019,8000,1 BHK Apartment for Rent in Mumbai,Apartment,Owner,"1 Bath,Unfurnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in , Mumbai for 8,000"
46821147,Mumbai,,1,0,0,20-12-2019,8000,1 BHK Builder Floor Apartment for Rent in Mumbai,Builder Floor Apartment,Owner,"1 Bath,Unfurnished,2 floor 1 BHK, Builder Floor Apartment is available for Rent in , Mumbai for 8,000"
46726297,Mumbai,Lok Manya Nagar,1,0,0,15-12-2019,8500,1 BHK Apartment for Rent in Lok Manya Nagar,Apartment,Owner,"1 Bath,Unfurnished,1 floor 1 BHK, Multistorey Apartment is available for Rent in Lok Manya Nagar, Mumbai for 8,500"
47057955,Mumbai,Borivali West,1,19.23353195,72.83919525,01-01-2020,9500,1 BHK Apartment for Rent in Borivali West,Apartment,Agent,"1 Bath,Unfurnished,4 floor,West facing Single room self contained without lift (top floor )well developed area. Old mhb colony. Next to don bosco  school. There is no any bed room which plus. Note well. Vacant rooms always avlbl"
46139427,Mumbai,Bhayandar West,1,0,0,28-11-2019,9000,1 BHK Apartment for Rent in Bhayandar West,Apartment,Owner,"1 Bath,Semi-Furnished,1 floor,East facing This Home has 1 bedroom and it is on first floor and offers 1 bathroom Get this beautiful flat on a rental of 9000 monthly."
47040183,Mumbai,Vasai East,1,0,0,31-12-2019,10000,1 BHK Apartment for Rent in Vasai East,Apartment,Owner,"2 Bath,Semi-Furnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Vasai East, Mumbai for 10,000"
43135233,Mumbai,Malvani,1,19.20009613,72.81102753,03-01-2020,9000,1 BHK Builder Floor Apartment for Rent in Malvani,Builder Floor Apartment,Owner,"1 Bath,Semi-Furnished,1 floor,North - East facing Builder Floor Apartment is located at the advantageous 1st floor in a tower of total 2 floorsThe location has easy access.it is 1rk"
46211825,Mumbai,Vasai,1,0,0,25-12-2019,9000,1 BHK Apartment for Rent in Vasai,Apartment,Owner,"1 Bath,Furnished,Ground floor 1 BHK, Multistorey Apartment is available for Rent in Vasai, Mumbai for 9,000"
46429301,Mumbai,Viva College Road,1,19.46161842,72.8010025,09-12-2019,10000,1 BHK Apartment for Rent in Viva College Road,Apartment,Owner,"2 Bath,Unfurnished,1 floor,East facing 1 bhk flat with 2 big balconies. Near DMart and Viva New College."
46178231,Mumbai,Kalyan,1,19.2618739,73.1197768,11-12-2019,9500,"1 BHK Apartment for Rent in Raunak City, Kalyan",Apartment,Owner,"1 Bath,Semi-Furnished,2 floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Kalyan, Mumbai for 9,500"
42994105,Mumbai,Mira Road,1,19.28398104,72.88007824,05-12-2019,10000,"1 BHK Apartment for Rent in Vishal Residency, Mira Road",Apartment,Owner,"1 Bath,Unfurnished,1 floor,North - East facing Multistorey Apartment is located at the advantageous 1st floor in a tower of total 7 floors."
46508245,Mumbai,Naigaon East,1,19.3602151,72.85016654,17-12-2019,9000,"1 BHK Apartment for Rent in Mittal Enclave, Naigaon East",Apartment,Owner,"1 Bath,Furnished,2 floor,North facing Fully furnished with Inverter, fridge, 29 inch TV, washing machine, water filter, 6x6 double bed, 3x6 single bed, sofa, single sofas, gas stove, cupboard, utensils."
45455505,Mumbai,Vasai East,1,19.4063448,72.82404898,09-01-2020,8000,"1 BHK Apartment for Rent in Samarpan, Vasai East",Apartment,Owner,"1 Bath,Semi-Furnished,7 floor,East facing The flat is semi-furnished and conveniently located. This has 750 sq-ft area, is on the 7th floor and comes with ample parking space, has play area for kids and garden."
46997661,Mumbai,Bhayandar East,1,19.30477905,72.8604126,28-12-2019,9000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Unfurnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 9,000"
46726127,Mumbai,Virar West,1,19.4540596,72.76882172,15-12-2019,8000,1 BHK Apartment for Rent in Virar West,Apartment,Owner,"1 Bath,Unfurnished,Ground floor 5 minutes walking distance from railway station"
46843727,Mumbai,Nalasopara East,1,19.42827225,72.85038757,21-12-2019,8000,1 BHK Apartment for Rent in Nalasopara East,Apartment,Owner,"1 Bath,Unfurnished,1 floor,East facing 5 mins walkable from Nallasopara railway station"
46815923,Mumbai,Virar West,1,19.4540596,72.76882172,20-12-2019,8500,1 BHK Apartment for Rent in Virar West,Apartment,Owner,"1 Bath,Unfurnished,2 floor,East facing 24/7 water supply and Near Virar station"
40012217,Mumbai,Bhayandar East,1,0,0,12-01-2020,10000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Furnished,3 floor,East facing It's a 3rd floor Multistorey Apartment in a building of total 3 floors.its a 1 Rk,property"
43488911,Mumbai,New Link Road,1,19.14795876,72.84231567,11-01-2020,10000,1 BHK Apartment for Rent in New Link Road,Apartment,Owner,"1 Bath,Furnished,6 floor,East facing The Unit has 1 bedroom and it is at sixth floor and it has furnished 1 bathroom You can rent this well-designed Unit at 10000 per month. Near all supermarkets and malls.. Rooms includes fridge, Tv, Bed, Almirah, water purifier etc..."
47240003,Mumbai,Bhandup Industrial Estate,1,19.15762711,72.94301605,10-01-2020,10000,1 BHK Apartment for Rent in Bhandup Industrial Estate,Apartment,Owner,"1 Bath,Furnished,5 floor,South -West facing fully furnished,water light facility,school,hospital ,market all facility,near nahur station"
46403099,Mumbai,Sakinaka,1,0,0,14-12-2019,9000,1 BHK Apartment for Rent in Sakinaka,Apartment,Owner,"1 Bath,Semi-Furnished,2 floor,West facing West facing ,well cross ventilated,at a very prime location ,in between kurla , sakinaka, vidyavihar, ghatkopar."
34568907,Mumbai,Mira Road,1,0,0,23-12-2019,10000,1 BHK Apartment for Rent in Mira Road,Apartment,Owner,"1 Bath,Unfurnished,4 floor  This Multistorey Apartment is located at 4th floor in a building of total 7 floors. The age of construction for this apartment Multistorey Apartment is between 10 to 15 years. "
46153669,Mumbai,Bhayandar East,1,19.30477905,72.8604126,23-11-2019,9000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Unfurnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 9,000"
36954867,Mumbai,Dongri,1,0,0,05-12-2019,10000,1 BHK Apartment for Rent in Dongri,Apartment,Owner,"1 Bath,Unfurnished,6 floor It's 1 RK property"
46858645,Mumbai,Bhayandar East,1,0,0,21-12-2019,8000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Semi-Furnished,2 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 8,000"
45490939,Mumbai,MMRDA Area,1,0,0,18-12-2019,10000,1 BHK Apartment for Rent in MMRDA Area,Apartment,Owner,"1 Bath,Semi-Furnished,7 floor,West facing This spacious Multistorey Apartment is located at 7th floor in a tower of total 7 floors."
46171345,Mumbai,Yashavant Nagar,1,0,0,20-11-2019,9000,1 BHK Apartment for Rent in Yashavant Nagar,Apartment,Owner,"1 Bath,Semi-Furnished,6 floor 1 BHK, Multistorey Apartment is available for Rent in Yashavant Nagar, Mumbai for 9,000"
18635580,Mumbai,Kandivali East,1,0,0,28-11-2019,10000,1 BHK Apartment for Rent in Kandivali East,Apartment,Owner,"1 Bath,Unfurnished,23 floor   Multistorey Apartment is located at 23th floor in a tower of total 24 floors. It offers an unmatched view of the Main Road in front. It is a relatively new property with construction age less than 5. High quality flooring of types Normal Tiles/Kotah Stone are available in different rooms. Prime facilities are easily accessible from this place with ICICI Bank (0 km ). Other key neighbourhood are Samta Vidya Mandir (0 km ). "
46848447,Mumbai,Bhayandar East,1,0,0,21-12-2019,9000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Unfurnished,2 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 9,000"
45607231,Mumbai,Virar West,1,0,0,21-12-2019,8000,1 BHK Apartment for Rent in Virar West,Apartment,Owner,"1 Bath,Unfurnished,2 floor  It's a 2nd floor Multistorey Apartment in a building of total 24 floors. "
45623577,Mumbai,Ghatkopar West,1,0,0,21-12-2019,8000,1 BHK Builder Floor Apartment for Rent in Ghatkopar West,Builder Floor Apartment,Owner,"1 Bath,Unfurnished It's 1 RK property"
14656942,Mumbai,Mira Road,1,0,0,15-12-2019,8500,1 BHK Apartment for Rent in Mira Road,Apartment,Owner,"1 Bath,Unfurnished,6 floor  This Multistorey Apartment is located at 6th floor in a building of total 6 floors. The age of construction for this apartment Multistorey Apartment is between 10 to 15 years. Flooring of type Mosaic covers maximum part of the house. "
46310713,Mumbai,Bhayandar East,1,19.3070489,72.8507483,26-11-2019,9000,"1 BHK Apartment for Rent in Sai Kiran, Bhayandar East",Apartment,Owner,"1 Bath,Semi-Furnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 9,000"
46627995,Mumbai,Bhayandar East,1,0,0,11-12-2019,9500,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Furnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Bhayandar East, Mumbai for 9,500"
45055233,Mumbai,Virar West,1,0,0,24-11-2019,9000,1 BHK Apartment for Rent in Virar West,Apartment,Owner,"2 Bath,Semi-Furnished 1 BHK, Multistorey Apartment is available for Rent in Virar West, Mumbai for 9,000"
43221473,Mumbai,Ghodbunder,1,0,0,25-11-2019,8000,1 BHK Apartment for Rent in Ghodbunder,Apartment,Owner,"1 Bath,Unfurnished,1 floor  This well designed 1 Bedroom Apartment is on first floor and has 1 bathroom You can avail this beautiful flat at 8000 per month. "
32689071,Mumbai,Mira Road,1,19.28216934,72.87654114,30-11-2019,9500,1 BHK Apartment for Rent in Mira Road,Apartment,Owner,"2 Bath,Unfurnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Mira Road, Mumbai for 9,500"
46270011,Mumbai,Bhayandar East,1,19.30477905,72.8604126,26-12-2019,9000,1 BHK Apartment for Rent in Bhayandar East,Apartment,Owner,"1 Bath,Unfurnished,3 floor Multistorey apartment is available for rent. It has covered area 340 sq-ft, it is 1 BHK apartment. Please contact for more details."
46780359,Mumbai,Nahur West,1,19.15465927,72.94665527,18-12-2019,8000,1 BHK Apartment for Rent in Nahur West,Apartment,Owner,"1 Bath,Semi-Furnished,2 floor,West facing 1 BHK, Multistorey Apartment is available for Rent in Nahur West, Mumbai for 8,000"
45881599,Mumbai,Vasai West,1,0,0,05-01-2020,10000,1 BHK Apartment for Rent in Vasai West,Apartment,Owner,"2 Bath,Unfurnished,1 floor,East facing 1 master bedroom,all the rooms are road facing,3 balcony"
47124001,Mumbai,CAMA Industrial Estate,1,0,0,04-01-2020,8000,1 BHK Builder Floor Apartment for Rent in CAMA Industrial Estate,Builder Floor Apartment,Owner,"1 Bath,Semi-Furnished,Ground floor,East facing property is Nr Main Road easy way to go for Station and highway"
47218203,Mumbai,Mira Road,1,0,0,09-01-2020,9500,1 BHK Apartment for Rent in Mira Road,Apartment,Owner,"1 Bath,Semi-Furnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Mira Road, Mumbai for 9,500"
47174851,Mumbai,Malad West,1,0,0,07-01-2020,10000,1 BHK Apartment for Rent in Malad West,Apartment,Owner,"1 Bath,Furnished,1 floor 1 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 10,000"
47177563,Mumbai,Balkum Pada - Majiwada,1,0,0,07-01-2020,10000,1 BHK Builder Floor Apartment for Rent in Balkum Pada - Majiwada,Builder Floor Apartment,Owner,"1 Bath,Semi-Furnished,4 floor 1 BHK, Builder Floor Apartment is available for Rent in Balkum Pada - Majiwada, Mumbai for 10,000"
